loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,previous_defaults,credit_utilization_ratio,monthly_emi
2532,4,Graduate,No,5700000,21900000,2,871,3200000,1700000,14400000,6100000,Approved,0,0.0728,88502.81
2533,1,Graduate,No,9800000,37900000,4,816,21800000,12200000,26100000,8500000,Rejected,0,0.0942,76508.08
2534,5,Graduate,No,9000000,32800000,4,773,10600000,4100000,18900000,11500000,Approved,0,0.1378,239294.18
2535,3,Not Graduate,No,800000,3000000,14,576,1200000,1300000,2600000,400000,Approved,0,0.2357,8592.8
2536,1,Graduate,No,1600000,4500000,14,673,1900000,2700000,3700000,1300000,Approved,0,0.2233,2125.67
2537,0,Graduate,Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000,Approved,0,0.3699,85814.92
2538,5,Not Graduate,Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000,Approved,0,0.3458,44923.01
2539,4,Not Graduate,Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000,Approved,0,0.2205,46435.23
2540,0,Graduate,Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000,Approved,0,0.1835,26357.34
2541,3,Graduate,Yes,700000,2200000,8,617,1600000,400000,2400000,900000,Approved,0,0.1766,2681.18
2542,3,Not Graduate,Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000,Approved,0,0.3596,200695.3
2543,1,Graduate,Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000,Rejected,2,0.3812,116216.94
2544,0,Not Graduate,Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000,Approved,0,0.0551,18262.13
2545,0,Not Graduate,No,3900000,14600000,2,730,9200000,4000000,14600000,5400000,Approved,0,0.3682,43409.39
2546,5,Not Graduate,No,7400000,18000000,2,792,5300000,9400000,19900000,5300000,Approved,0,0.2409,133393.1
2547,5,Not Graduate,Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000,Approved,0,0.1024,123631.8
2548,2,Not Graduate,No,1400000,2900000,12,490,600000,1600000,5500000,1300000,Rejected,0,0.4913,16007.87
2549,2,Graduate,Yes,1800000,5500000,6,448,2900000,300000,5600000,1300000,Rejected,0,0.9095,47508.8
2550,0,Graduate,Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000,Rejected,0,0.8657,16333.45
2551,1,Graduate,No,7400000,19200000,20,415,2200000,4800000,29200000,7000000,Rejected,0,0.7759,97209.19
2552,5,Graduate,No,2700000,10600000,16,496,800000,2900000,9700000,2400000,Rejected,0,0.6393,50925.48
2553,1,Not Graduate,Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000,Rejected,2,0.6622,100044.4
2554,5,Graduate,No,7000000,18400000,12,520,4700000,11900000,17000000,3800000,Rejected,3,0.9351,162221.09
2555,4,Not Graduate,Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000,Rejected,0,0.9295,5835.25
2556,2,Graduate,No,1800000,5700000,14,502,1400000,1100000,4400000,1300000,Rejected,3,0.4792,17446.27
2557,2,Graduate,Yes,4700000,12000000,6,505,3400000,3800000,18000000,2300000,Rejected,1,0.8367,64503.83
2558,2,Not Graduate,Yes,6700000,23100000,4,304,14400000,7100000,24300000,10000000,Approved,0,0.1289,61461.98
2559,5,Not Graduate,No,5800000,17500000,10,719,5800000,1900000,12400000,3100000,Approved,0,0.1354,118448.4
2560,0,Graduate,Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000,Approved,0,0.3204,142187.15
2561,4,Not Graduate,No,6000000,15800000,18,593,6800000,4800000,13200000,6400000,Approved,0,0.212,127985.39
2562,1,Not Graduate,Yes,700000,1400000,10,523,700000,1100000,1600000,900000,Rejected,1,0.9089,20198.89
2563,0,Not Graduate,Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000,Rejected,0,0.4034,29412.43
2564,0,Graduate,Yes,7100000,19300000,6,783,3900000,4800000,21800000,5000000,Rejected,0,0.2546,181195.74
2565,5,Graduate,Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000,Approved,0,0.4174,24595.81
2566,3,Not Graduate,Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000,Rejected,0,0.8925,100353.7
2567,4,Not Graduate,Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000,Approved,0,0.1126,47106.32
2568,4,Not Graduate,Yes,5500000,20000000,8,666,3800000,4700000,18000000,7900000,Approved,0,0.1967,16695.52
2569,3,Not Graduate,Yes,4400000,16300000,20,561,5500000,8000000,12000000,4000000,Approved,0,0.2976,101297.8
2570,5,Not Graduate,No,5000000,10800000,10,345,12300000,5000000,14100000,6300000,Rejected,3,0.4456,77631.55
2571,4,Not Graduate,Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000,Approved,0,0.4372,52003.29
2572,3,Not Graduate,No,8100000,22300000,10,686,20400000,8700000,19200000,6200000,Approved,0,0.4159,154927.39
2573,4,Graduate,Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000,Approved,0,0.1168,130997.42
2574,4,Not Graduate,No,5600000,14800000,20,656,9600000,9200000,11600000,6500000,Approved,0,0.0985,34216.08
2575,4,Graduate,No,1800000,7000000,14,743,2600000,1000000,4500000,1500000,Approved,0,0.0842,1595.86
2576,2,Graduate,No,3600000,12100000,14,408,10100000,4200000,13000000,5400000,Rejected,1,0.8957,45530.37
2577,5,Graduate,No,600000,1300000,14,408,1000000,300000,1600000,900000,Rejected,3,0.4662,9966.46
2578,1,Graduate,Yes,4900000,16500000,12,439,7500000,1400000,10300000,7200000,Rejected,1,0.5998,125281.5
2579,3,Graduate,Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000,Rejected,0,0.6193,81218.97
2580,0,Not Graduate,Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000,Rejected,1,0.7094,58609.25
2581,1,Graduate,Yes,7600000,30000000,16,884,13300000,3600000,17200000,10800000,Approved,0,0.0787,167093.11
2582,4,Graduate,No,7800000,25400000,18,425,3000000,14000000,30500000,7200000,Rejected,2,0.4861,99941.49
2583,0,Graduate,No,6800000,21700000,20,730,17500000,1300000,18600000,3600000,Approved,0,0.4226,147972.96
2584,4,Graduate,Yes,5900000,17300000,20,657,1500000,5600000,13000000,4100000,Approved,0,0.4134,35242.93
2585,2,Not Graduate,No,4900000,16800000,10,480,2200000,8900000,12600000,2700000,Rejected,1,0.8188,53031.34
2586,3,Not Graduate,Yes,1100000,3100000,16,356,1300000,100000,3000000,1600000,Rejected,1,0.3616,20348.15
2587,1,Not Graduate,Yes,9800000,36000000,12,629,28000000,4100000,29800000,11200000,Approved,0,0.1808,5190.15
2588,1,Graduate,Yes,1200000,4700000,2,667,1100000,300000,4200000,800000,Approved,0,0.3012,25286.15
2589,0,Not Graduate,No,4700000,11500000,18,559,7500000,0,18700000,2600000,Approved,0,0.1601,114537.99
2590,4,Graduate,No,6700000,16000000,4,791,0,13000000,20700000,5200000,Approved,0,0.4138,77998.93
2591,0,Not Graduate,Yes,3700000,11300000,6,538,6200000,400000,10400000,5400000,Rejected,2,0.7303,48340.45
2592,2,Graduate,No,7400000,16000000,20,358,16700000,5500000,26800000,4300000,Rejected,2,0.3931,183735.08
2593,2,Not Graduate,No,3300000,11700000,14,439,4000000,6300000,8300000,1700000,Rejected,1,0.8954,74656.76
2594,2,Graduate,Yes,4800000,15300000,12,503,3300000,4000000,12000000,4300000,Rejected,1,0.9247,40340.93
2595,4,Graduate,Yes,4600000,11900000,6,810,11200000,8200000,17500000,5200000,Approved,0,0.0811,43466.79
2596,1,Graduate,Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000,Rejected,2,0.6694,158404.92
2597,0,Not Graduate,No,4100000,8800000,18,300,10900000,6400000,8600000,3500000,Rejected,0,0.532,67349.11
2598,4,Not Graduate,No,2600000,7200000,16,612,1300000,1000000,5800000,1400000,Approved,0,0.2071,12302.41
2599,3,Not Graduate,No,1300000,5000000,6,686,2700000,2000000,4100000,900000,Approved,0,0.1219,11751.51
2600,0,Graduate,Yes,2300000,4900000,12,409,3300000,2400000,4700000,3200000,Rejected,0,0.6968,60373.88
2601,5,Graduate,No,300000,900000,6,492,800000,300000,700000,400000,Rejected,1,0.9248,6021.53
2602,0,Graduate,Yes,7000000,21700000,20,498,6600000,5500000,14700000,3900000,Rejected,0,0.6518,201303.09
2603,3,Not Graduate,Yes,4400000,10900000,18,611,8600000,6300000,8800000,3000000,Approved,0,0.0832,98433.27
2604,5,Not Graduate,Yes,5100000,11800000,6,776,7600000,400000,10500000,4400000,Approved,0,0.298,140118.7
2605,1,Not Graduate,No,5900000,13000000,6,779,10800000,11600000,13100000,6600000,Approved,0,0.1861,37202.45
2606,3,Graduate,Yes,7800000,27200000,16,560,3600000,8100000,21800000,8600000,Approved,0,0.3924,175512.81
2607,4,Graduate,Yes,2200000,5100000,6,308,3200000,2600000,6600000,3100000,Rejected,0,0.6108,1297.29
2608,4,Not Graduate,No,5400000,12600000,18,786,300000,2500000,21000000,6600000,Approved,0,0.1271,105644.7
2609,1,Not Graduate,No,7400000,29100000,8,597,12100000,4800000,16300000,7000000,Approved,0,0.1264,101286.76
2610,4,Graduate,No,5800000,12000000,12,811,9400000,8800000,14200000,3100000,Rejected,0,0.3575,58660.25
2611,1,Graduate,Yes,5800000,13000000,12,862,11300000,8400000,12000000,3900000,Approved,0,0.1562,145890.07
2612,3,Not Graduate,Yes,4800000,14200000,12,369,3200000,200000,14000000,3000000,Rejected,0,0.8103,119597.48
2613,1,Not Graduate,Yes,7400000,23900000,4,687,20800000,10900000,26100000,5600000,Approved,0,0.1324,4813.45
2614,0,Not Graduate,Yes,9600000,19600000,12,500,21500000,700000,37600000,10900000,Rejected,1,0.543,170661.43
2615,2,Not Graduate,Yes,200000,500000,6,746,400000,0,500000,0,Approved,0,0.2362,2145.69
2616,4,Not Graduate,No,700000,2100000,14,619,1900000,700000,2400000,1000000,Approved,0,0.4273,8486.41
2617,2,Not Graduate,No,7600000,16700000,20,692,9900000,9600000,25100000,7400000,Approved,0,0.4227,184435.7
2618,1,Not Graduate,Yes,1400000,3300000,18,321,900000,1500000,3000000,700000,Rejected,0,0.4741,12651.79
2619,2,Not Graduate,Yes,3800000,15000000,14,730,10800000,2900000,10700000,3600000,Rejected,0,0.1933,104521.24
2620,3,Not Graduate,No,2700000,10800000,6,480,4400000,0,10300000,3500000,Rejected,0,0.4396,14146.16
2621,2,Not Graduate,Yes,5000000,10700000,2,753,12600000,9000000,11500000,5700000,Approved,0,0.254,96647.02
2622,4,Graduate,Yes,9000000,28900000,6,637,11300000,1200000,33000000,4800000,Approved,0,0.2342,176427.58
2623,3,Graduate,No,3700000,9000000,6,483,9300000,400000,9900000,3600000,Rejected,0,0.8905,27216.06
2624,4,Not Graduate,Yes,300000,1100000,4,315,700000,100000,900000,100000,Approved,0,0.422,2841.57
2625,4,Graduate,No,1800000,4100000,8,777,2200000,2500000,3600000,1900000,Approved,0,0.2034,43826.92
2626,2,Graduate,No,7900000,17700000,4,402,20900000,11800000,25600000,8400000,Rejected,3,0.645,175532.63
2627,4,Graduate,Yes,2100000,7700000,8,493,4300000,400000,4400000,1300000,Rejected,0,0.8877,20157.12
2628,0,Graduate,Yes,900000,3100000,4,355,1700000,100000,3000000,500000,Approved,0,0.3727,14016.36
2629,3,Graduate,No,9900000,23600000,18,557,18300000,8600000,23000000,9100000,Approved,0,0.0515,17810.19
2630,0,Not Graduate,Yes,5600000,20000000,20,606,7100000,500000,20000000,7600000,Approved,0,0.178,34095.16
2631,1,Not Graduate,Yes,6000000,12200000,16,743,8800000,2600000,20600000,2900000,Approved,0,0.2187,85018.6
2632,5,Not Graduate,No,5700000,18400000,4,579,12800000,4000000,17200000,4900000,Approved,0,0.1419,14293.13
2633,0,Graduate,Yes,9000000,33100000,20,734,2800000,5900000,25300000,10300000,Approved,0,0.1298,221374.74
2634,0,Graduate,No,7300000,16100000,2,490,7600000,1400000,21800000,10700000,Rejected,0,0.3727,152875.49
2635,5,Graduate,No,5300000,20500000,16,802,11200000,7100000,21100000,4100000,Approved,0,0.3073,145870.04
2636,1,Not Graduate,Yes,3500000,7400000,16,867,500000,6600000,9500000,2100000,Approved,0,0.155,70791.41
2637,0,Not Graduate,No,1000000,2200000,12,302,2200000,400000,3700000,1400000,Rejected,3,0.3814,27428.37
2638,0,Not Graduate,No,5100000,19900000,12,867,1800000,7100000,18300000,5700000,Approved,0,0.1424,82483.74
2639,0,Graduate,Yes,2900000,9900000,8,312,1800000,4500000,11200000,3700000,Rejected,3,0.8311,50768.49
2640,3,Not Graduate,No,7600000,19100000,14,762,14800000,15000000,23500000,7300000,Approved,0,0.3906,216561.92
2641,5,Not Graduate,Yes,6000000,14700000,18,462,15400000,9700000,13800000,3500000,Rejected,0,0.6398,112372.6
2642,1,Graduate,No,6300000,18200000,18,849,4300000,5800000,15500000,5200000,Approved,0,0.2164,5657.03
2643,3,Not Graduate,No,1900000,7400000,18,592,2300000,3000000,6000000,1800000,Approved,0,0.4411,40110.74
2644,4,Graduate,No,600000,1400000,4,507,200000,300000,1700000,400000,Approved,1,0.4703,15845.7
2645,2,Not Graduate,Yes,4100000,11400000,14,505,8100000,7500000,10100000,5500000,Rejected,0,0.4792,95138.14
2646,0,Not Graduate,Yes,800000,3200000,8,467,900000,400000,3100000,800000,Rejected,0,0.5251,13622.78
2647,2,Not Graduate,No,6600000,22900000,16,543,2500000,11000000,26300000,8500000,Rejected,3,0.4537,129225.93
2648,4,Graduate,Yes,300000,1100000,12,674,600000,0,800000,200000,Approved,0,0.2017,8664.18
2649,3,Graduate,No,6100000,13500000,2,717,15700000,4200000,16100000,3400000,Approved,0,0.4143,16130.3
2650,5,Not Graduate,Yes,4800000,17000000,10,666,6800000,5400000,12400000,2900000,Approved,0,0.2961,93414.28
2651,4,Not Graduate,No,4500000,17300000,18,830,200000,4200000,12000000,2500000,Approved,0,0.2148,37195.95
2652,2,Graduate,No,3800000,9400000,16,383,8300000,500000,9200000,2300000,Rejected,0,0.9106,70943.35
2653,2,Graduate,Yes,7000000,18900000,8,584,13000000,13600000,20600000,5000000,Approved,0,0.0694,124056.48
2654,2,Not Graduate,No,4400000,14200000,18,799,6300000,7800000,10800000,2400000,Approved,0,0.1341,19693.63
2655,5,Graduate,No,5300000,19400000,6,510,14700000,7000000,13600000,3700000,Rejected,2,0.6895,31959.59
2656,0,Not Graduate,Yes,2600000,5900000,6,572,5800000,3100000,7300000,3800000,Approved,0,0.2962,47140.24
2657,3,Not Graduate,No,3300000,13100000,2,554,6000000,2500000,6700000,3800000,Approved,0,0.0658,12342.13
2658,1,Not Graduate,Yes,1200000,4800000,6,344,2900000,1700000,3200000,1300000,Rejected,2,0.5918,9281.33
2659,3,Graduate,No,4300000,8600000,8,881,9100000,5200000,15000000,5500000,Approved,0,0.3097,104753.71
2660,0,Not Graduate,Yes,8400000,27200000,10,514,2500000,6400000,20100000,7200000,Rejected,1,0.7688,80137.42
2661,0,Graduate,No,600000,1800000,18,796,1000000,700000,1200000,500000,Approved,0,0.3053,8541.05
2662,2,Graduate,Yes,4700000,16200000,12,802,2300000,5400000,14800000,6700000,Approved,0,0.1782,129014.65
2663,3,Graduate,No,4200000,12500000,20,375,1300000,5100000,10900000,2400000,Rejected,0,0.4061,27825.76
2664,2,Graduate,No,4300000,14700000,2,871,4100000,7300000,13900000,4400000,Approved,0,0.2208,48865.6
2665,0,Not Graduate,No,800000,2900000,2,439,100000,900000,2700000,1200000,Approved,0,0.1015,14150.68
2666,0,Not Graduate,Yes,9300000,32000000,8,438,24800000,6400000,34900000,12400000,Rejected,0,0.9186,204885.68
2667,5,Not Graduate,No,6200000,13700000,2,468,3300000,12300000,13900000,5500000,Rejected,0,0.6351,163048.99
2668,3,Graduate,Yes,3500000,10200000,12,645,10400000,5700000,10000000,2400000,Approved,0,0.1769,93454.53
2669,2,Graduate,Yes,3600000,9200000,18,700,4400000,1800000,10700000,3500000,Approved,0,0.3565,81547.21
2670,5,Graduate,Yes,9500000,36700000,16,348,3500000,2200000,31600000,11400000,Rejected,0,0.6488,63266.67
2671,5,Graduate,Yes,600000,1400000,10,877,1400000,400000,2000000,700000,Approved,0,0.174,434.16
2672,0,Not Graduate,Yes,3800000,14900000,6,899,7800000,600000,12400000,2800000,Approved,0,0.3748,42534.94
2673,3,Graduate,Yes,1400000,3500000,12,610,1200000,600000,3800000,1400000,Approved,0,0.3969,5779.91
2674,1,Not Graduate,No,6300000,23900000,4,742,1500000,7100000,21800000,4300000,Approved,0,0.3192,130533.73
2675,1,Not Graduate,Yes,2800000,6600000,18,801,4000000,4900000,7100000,3700000,Approved,0,0.0688,53992.33
2676,4,Graduate,Yes,5400000,17100000,2,533,13800000,5100000,12200000,4700000,Approved,0,0.2765,6925.53
2677,3,Not Graduate,Yes,6300000,23900000,16,656,12700000,9300000,15200000,5100000,Approved,0,0.3553,153724.11
2678,3,Graduate,Yes,3900000,14300000,18,785,10900000,7600000,13900000,4900000,Approved,0,0.1046,28294.55
2679,2,Graduate,Yes,4200000,15700000,2,332,7000000,700000,13300000,3000000,Approved,0,0.1415,52947.82
2680,0,Graduate,No,3100000,8100000,18,768,400000,1600000,11600000,2400000,Approved,0,0.403,60392.34
2681,1,Graduate,No,3400000,8600000,6,640,7700000,1000000,7800000,4400000,Approved,0,0.058,42584.03
2682,4,Not Graduate,No,1500000,3100000,6,885,100000,2800000,3800000,1900000,Approved,0,0.3511,19306.34
2683,3,Not Graduate,Yes,900000,2000000,18,772,2300000,700000,3500000,800000,Rejected,0,0.2395,1722.73
2684,4,Graduate,Yes,7800000,25600000,4,665,1000000,2300000,27300000,8200000,Approved,0,0.2287,91328.41
2685,1,Not Graduate,Yes,3500000,10500000,20,454,8300000,4000000,7600000,2100000,Rejected,0,0.3543,78078.22
2686,1,Not Graduate,No,8400000,32500000,14,698,20600000,5900000,17300000,12200000,Approved,0,0.3778,224218.2
2687,4,Not Graduate,Yes,6400000,21300000,20,332,3600000,9100000,16200000,8000000,Rejected,0,0.5659,77186.13
2688,1,Not Graduate,No,9600000,28300000,6,536,18700000,9300000,27300000,6000000,Rejected,0,0.6745,118604.03
2689,5,Not Graduate,Yes,2100000,6500000,10,796,2400000,2800000,7300000,2700000,Approved,0,0.3209,43035.91
2690,2,Not Graduate,Yes,6000000,19900000,8,486,12100000,8100000,20100000,6600000,Rejected,0,0.7716,164985.1
2691,0,Not Graduate,Yes,8300000,16800000,18,422,8000000,10600000,23300000,11400000,Rejected,1,0.9236,64651.0
2692,1,Not Graduate,Yes,5300000,18500000,6,501,6700000,8600000,16600000,4300000,Rejected,1,0.6688,68038.96
2693,1,Not Graduate,Yes,9700000,23500000,4,666,15100000,9400000,23300000,8000000,Approved,0,0.2099,225194.1
2694,3,Not Graduate,Yes,8200000,16500000,18,371,19000000,1200000,18500000,8200000,Rejected,1,0.9222,145818.38
2695,5,Graduate,No,3400000,6900000,14,312,1800000,400000,10300000,3800000,Rejected,3,0.7353,10966.48
2696,5,Graduate,No,2800000,11000000,12,753,3900000,4600000,10700000,2400000,Approved,0,0.1693,51264.84
2697,0,Not Graduate,Yes,2400000,5200000,16,740,6300000,1000000,7500000,2900000,Approved,0,0.1006,13072.24
2698,1,Graduate,No,8200000,24000000,4,366,10900000,15200000,25200000,10400000,Rejected,0,0.8555,122026.64
2699,4,Not Graduate,No,4200000,11100000,8,526,11600000,200000,16800000,4900000,Rejected,2,0.5673,64815.15
2700,4,Graduate,Yes,5500000,14800000,10,354,16000000,3400000,21200000,7700000,Rejected,2,0.7463,140557.62
2701,5,Not Graduate,Yes,2900000,6300000,6,719,7900000,1600000,8000000,1600000,Approved,0,0.2383,39119.31
2702,5,Not Graduate,No,6300000,20100000,12,774,15600000,11800000,16200000,5800000,Approved,1,0.1296,51347.55
2703,5,Not Graduate,Yes,9700000,29100000,18,732,4700000,7400000,35600000,12400000,Approved,0,0.2907,65344.23
2704,1,Not Graduate,No,6500000,16000000,6,862,2000000,0,24000000,9700000,Approved,0,0.0743,165743.58
2705,5,Not Graduate,No,4900000,10800000,18,613,6800000,800000,14500000,5300000,Approved,0,0.2153,24440.3
2706,5,Graduate,Yes,6900000,16500000,6,447,4100000,400000,14100000,6600000,Rejected,2,0.678,85706.05
2707,4,Not Graduate,Yes,1100000,3000000,4,730,300000,600000,3600000,1100000,Rejected,0,0.2244,6005.14
2708,2,Not Graduate,Yes,7800000,29600000,14,568,-100000,8600000,27000000,7200000,Approved,0,0.3495,175926.67
2709,2,Graduate,Yes,8200000,23600000,6,495,23000000,10600000,27200000,6100000,Approved,0,0.8468,113454.12
2710,5,Not Graduate,Yes,6700000,23600000,14,854,3000000,3300000,19400000,7500000,Approved,0,0.3585,68619.33
2711,3,Graduate,Yes,7400000,15200000,10,548,16700000,12800000,19300000,4800000,Rejected,2,0.3733,77937.34
2712,1,Not Graduate,No,1200000,2700000,14,779,600000,2200000,2400000,600000,Approved,0,0.1277,29827.5
2713,0,Not Graduate,No,9500000,24800000,2,564,17400000,16000000,19600000,12000000,Approved,0,0.2646,153441.53
2714,5,Not Graduate,Yes,4000000,8200000,2,571,3500000,7700000,9500000,4400000,Approved,0,0.4239,83751.25
2715,0,Not Graduate,Yes,8600000,32600000,8,778,21500000,14100000,33600000,11000000,Approved,0,0.384,225007.16
2716,4,Graduate,Yes,9100000,28400000,12,808,25800000,11800000,19300000,9700000,Approved,0,0.387,239337.27
2717,0,Not Graduate,Yes,7100000,18600000,20,770,19200000,13100000,23100000,5100000,Approved,0,0.1713,68028.75
2718,0,Not Graduate,No,9000000,28400000,4,612,0,7200000,26900000,13200000,Approved,1,0.2218,250018.46
2719,3,Graduate,Yes,1400000,2700000,14,819,1200000,1500000,4000000,1300000,Approved,0,0.2383,1015.77
2720,1,Graduate,No,8800000,20200000,6,627,24200000,16100000,17600000,11900000,Approved,0,0.1129,96721.13
2721,3,Not Graduate,Yes,5400000,14700000,4,359,12300000,9900000,15100000,6100000,Rejected,2,0.3686,141088.32
2722,1,Graduate,No,6100000,19100000,6,341,5700000,5900000,12400000,6300000,Rejected,2,0.9181,48862.48
2723,1,Graduate,No,1000000,3600000,4,570,1000000,1300000,3700000,1000000,Approved,0,0.1463,7964.88
2724,3,Graduate,Yes,7700000,18100000,20,736,7800000,14500000,29100000,10000000,Approved,0,0.146,67963.92
2725,1,Graduate,Yes,6100000,12900000,2,302,8900000,7500000,15600000,7200000,Rejected,0,0.4,108940.76
2726,2,Not Graduate,Yes,7700000,21000000,12,420,16100000,4300000,27400000,10500000,Rejected,0,0.9071,98442.24
2727,4,Graduate,Yes,4700000,12000000,2,416,5800000,8200000,13000000,6800000,Rejected,0,0.6978,99623.23
2728,2,Graduate,Yes,9100000,34800000,20,836,21300000,10900000,30600000,9900000,Approved,0,0.3168,237524.2
2729,0,Graduate,Yes,5800000,12700000,12,528,8400000,7300000,19600000,7600000,Rejected,0,0.8969,114052.06
2730,4,Not Graduate,No,8500000,24900000,2,405,1900000,400000,21700000,11400000,Rejected,1,0.5574,50690.71
2731,2,Graduate,Yes,9900000,33400000,14,783,16600000,16100000,21000000,9500000,Approved,0,0.2986,269311.9
2732,4,Not Graduate,Yes,2000000,4000000,10,636,2100000,0,4000000,1700000,Approved,0,0.0655,15428.75
2733,1,Not Graduate,Yes,5000000,16800000,6,711,6300000,7600000,16000000,3200000,Approved,0,0.1247,21859.58
2734,1,Graduate,Yes,3200000,11800000,16,848,5500000,3200000,7500000,2300000,Rejected,0,0.3825,8396.95
2735,1,Not Graduate,Yes,8000000,27800000,8,804,7900000,1600000,27100000,11800000,Rejected,0,0.3567,131456.21
2736,0,Not Graduate,Yes,1200000,2800000,14,892,3200000,100000,3300000,1700000,Approved,0,0.1903,3981.69
2737,2,Not Graduate,Yes,5800000,22800000,14,696,12100000,200000,20800000,4800000,Approved,1,0.2007,23476.25
2738,1,Graduate,No,2500000,7600000,20,888,7400000,4200000,6400000,1900000,Approved,0,0.2634,21877.22
2739,1,Not Graduate,Yes,600000,1400000,10,699,400000,500000,1300000,800000,Approved,0,0.0501,4928.93
2740,5,Graduate,No,4900000,13000000,10,865,13300000,3700000,14700000,6500000,Approved,0,0.1465,86355.9
2741,2,Graduate,Yes,9400000,37300000,14,383,7800000,15900000,27100000,7700000,Rejected,0,0.4749,223924.33
2742,2,Graduate,No,5300000,19300000,16,368,14700000,400000,11600000,3700000,Rejected,0,0.5003,117691.97
2743,5,Not Graduate,No,5100000,15800000,4,607,6000000,7700000,12600000,7000000,Approved,0,0.3724,39044.56
2744,4,Not Graduate,Yes,2900000,8900000,18,827,400000,3400000,11200000,1600000,Approved,0,0.1619,20749.18
2745,1,Graduate,No,9100000,34000000,12,672,8600000,1600000,32700000,8800000,Approved,0,0.1266,256337.17
2746,3,Not Graduate,Yes,8800000,26700000,12,708,16000000,15300000,26900000,9600000,Approved,0,0.2517,2113.97
2747,4,Not Graduate,No,2600000,8800000,10,682,4500000,4700000,10300000,1600000,Approved,0,0.3963,66712.14
2748,1,Graduate,Yes,9700000,25500000,18,741,21900000,6200000,34800000,4900000,Approved,0,0.1465,56506.53
2749,5,Not Graduate,Yes,600000,1200000,8,343,100000,700000,1600000,600000,Rejected,2,0.3971,16577.48
2750,0,Graduate,Yes,4100000,11100000,16,785,6800000,5300000,8500000,4800000,Rejected,0,0.1926,40934.25
2751,1,Not Graduate,Yes,8000000,28000000,20,830,22400000,12600000,25600000,10600000,Approved,0,0.3491,102748.75
2752,2,Graduate,No,8800000,26700000,16,696,12900000,15300000,20300000,10900000,Approved,0,0.2703,181494.29
2753,1,Graduate,No,200000,300000,12,697,600000,300000,700000,100000,Approved,0,0.3767,3428.07
2754,0,Graduate,Yes,3800000,11700000,2,351,100000,6700000,12500000,3100000,Approved,0,0.4338,35238.28
2755,3,Graduate,No,6800000,21800000,10,556,16400000,9300000,19100000,5400000,Approved,0,0.3671,109843.13
2756,0,Graduate,No,8600000,31800000,2,895,22600000,15900000,19600000,5100000,Approved,0,0.2915,183285.64
2757,2,Graduate,Yes,2800000,8400000,10,534,8300000,4800000,10600000,1500000,Rejected,1,0.646,3457.35
2758,0,Graduate,No,8000000,29800000,12,736,600000,15700000,30800000,8400000,Approved,0,0.066,2613.17
2759,2,Graduate,Yes,2300000,5500000,16,629,4600000,2900000,7000000,1900000,Approved,0,0.4437,30728.66
2760,4,Graduate,Yes,7600000,16200000,20,657,1900000,9300000,28500000,5500000,Approved,0,0.2034,29223.78
2761,2,Graduate,No,2900000,11300000,12,839,700000,5100000,8100000,2600000,Approved,0,0.1109,56192.45
2762,4,Not Graduate,No,7900000,25700000,18,589,4300000,300000,25300000,9800000,Approved,0,0.3167,49321.25
2763,2,Not Graduate,No,1900000,4500000,6,805,2200000,3100000,4800000,2300000,Approved,0,0.1637,23987.17
2764,3,Not Graduate,Yes,4600000,13600000,20,729,1300000,8900000,17200000,5900000,Approved,0,0.2843,26520.85
2765,1,Not Graduate,No,2600000,7700000,6,399,3700000,4300000,8900000,3500000,Rejected,0,0.7021,41593.34
2766,2,Not Graduate,No,2700000,6700000,8,413,7600000,800000,9200000,2300000,Rejected,3,0.6174,9139.21
2767,5,Graduate,Yes,6300000,13200000,16,321,6700000,4000000,15200000,7100000,Rejected,1,0.8517,4245.88
2768,0,Graduate,Yes,2600000,7500000,2,853,4200000,3900000,9600000,1400000,Approved,0,0.156,3877.48
2769,4,Not Graduate,Yes,7700000,23400000,6,400,3900000,3400000,20800000,10700000,Rejected,1,0.6192,214310.54
2770,0,Graduate,Yes,7400000,16300000,16,630,11200000,13200000,28400000,5300000,Approved,0,0.2651,30710.11
